product,type,quantity,selling_price,cost_price,shipping,fees,date,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Wireless Mouse,sale,1.0,4343.747192166502,2928.0,18.0,86.87494384333004,28-04-2023,,,,
Wireless Mouse,purchase,85.0,0.0,4115.0,131.0,0.0,05-08-2023,,,,
Noise Cancelling Headphones,sale,3.0,2848.610745809838,1881.0,40.0,56.97221491619676,02-04-2023,,,,
Mechanical Keyboard,sale,2.0,1162.9815353929198,734.0,44.0,23.259630707858395,25-11-2023,,,,
Mechanical Keyboard,sale,4.0,3400.0670459902663,2067.0,26.0,68.00134091980533,27-12-2023,,,,
Mechanical Keyboard,purchase,48.0,0.0,1190.0,58.0,0.0,11-06-2023,,,,
Laptop Stand,purchase,27.0,0.0,2433.0,60.0,0.0,01-02-2023,,,,
USB-C Hub,sale,2.0,7287.270587031712,4255.0,9.0,145.74541174063424,14-07-2023,,,,
USB-C Hub,sale,3.0,5288.893572638783,2942.0,5.0,105.77787145277566,01-10-2023,,,,
Gaming Monitor,purchase,13.0,0.0,1515.0,85.0,0.0,15-04-2023,,,,
Ethernet Adapter,sale,3.0,2551.4979956801017,1565.0,22.0,51.029959913602035,01-09-2023,,,,
Ethernet Adapter,sale,1.0,3495.562075121767,2006.0,40.0,69.91124150243535,03-08-2023,,,,
Noise Cancelling Headphones,sale,4.0,5479.091651433396,3938.0,6.0,109.58183302866792,07-12-2023,,,,
USB-C Hub,sale,2.0,3519.106255919212,1966.0,30.0,70.38212511838424,27-11-2023,,,,
Laptop Stand,purchase,4.0,0.0,1218.0,24.0,0.0,26-03-2023,,,,
Noise Cancelling Headphones,purchase,92.0,0.0,2461.0,88.0,0.0,30-08-2023,,,,
Laptop Stand,sale,2.0,4932.372432853336,3860.0,40.0,98.64744865706673,07-05-2023,,,,
Webcam,purchase,38.0,0.0,4714.0,39.0,0.0,13-12-2023,,,,
Ethernet Adapter,sale,3.0,5597.890035043756,4162.0,8.0,111.95780070087513,08-08-2023,,,,
Noise Cancelling Headphones,sale,4.0,7101.23214989123,4977.0,34.0,142.0246429978246,21-04-2023,,,,
Gaming Monitor,purchase,60.0,0.0,2678.0,11.0,0.0,09-08-2023,,,,
Laptop Stand,sale,2.0,4633.273726260292,2641.0,9.0,92.66547452520585,03-05-2023,,,,
External SSD,sale,3.0,7171.931660081859,4696.0,16.0,143.4386332016372,15-11-2023,,,,
Wireless Mouse,purchase,69.0,0.0,866.0,66.0,0.0,15-11-2023,,,,
