product,type,quantity,selling_price,cost_price,shipping,fees,date,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
USB-C Hub,sale,1.0,7530.207724820459,4548.0,35.0,150.60415449640917,19-07-2023,,,,
External SSD,sale,3.0,3889.531909194294,2728.0,20.0,77.79063818388587,26-01-2023,,,,
Noise Cancelling Headphones,sale,4.0,3874.0707975111486,2604.0,41.0,77.48141595022297,23-07-2023,,,,
Webcam,purchase,83.0,0.0,4580.0,29.0,0.0,12-08-2023,,,,
Ethernet Adapter,sale,1.0,1290.7599405570013,990.0,48.0,25.815198811140025,17-06-2023,,,,
Noise Cancelling Headphones,sale,2.0,1588.4157950030774,993.0,7.0,31.76831590006155,29-05-2023,,,,
Ethernet Adapter,purchase,19.0,0.0,2458.0,76.0,0.0,26-05-2023,,,,
Noise Cancelling Headphones,sale,2.0,1714.6634767673593,1287.0,26.0,34.293269535347186,08-01-2023,,,,
Bluetooth Speaker,purchase,40.0,0.0,3570.0,82.0,0.0,28-12-2023,,,,
USB-C Hub,purchase,6.0,0.0,3015.0,100.0,0.0,11-09-2023,,,,
Bluetooth Speaker,purchase,25.0,0.0,500.0,140.0,0.0,16-04-2023,,,,
External SSD,purchase,47.0,0.0,4270.0,139.0,0.0,22-12-2023,,,,
Noise Cancelling Headphones,sale,2.0,6897.912056980086,4540.0,45.0,137.95824113960174,27-11-2023,,,,
Webcam,purchase,42.0,0.0,4642.0,126.0,0.0,02-08-2023,,,,
Laptop Stand,sale,2.0,6843.402749327481,4093.0,39.0,136.86805498654962,16-07-2023,,,,
Bluetooth Speaker,sale,3.0,5047.616690220457,3589.0,6.0,100.95233380440914,25-05-2023,,,,
External SSD,purchase,20.0,0.0,2754.0,95.0,0.0,29-03-2023,,,,
Wireless Mouse,purchase,28.0,0.0,1959.0,67.0,0.0,13-06-2023,,,,
Wireless Mouse,sale,1.0,5847.633541956827,4157.0,44.0,116.95267083913654,16-11-2023,,,,
Wireless Mouse,purchase,50.0,0.0,2432.0,28.0,0.0,07-01-2023,,,,
Noise Cancelling Headphones,sale,3.0,7053.395786786409,4839.0,8.0,141.06791573572818,18-07-2023,,,,
Wireless Mouse,sale,4.0,2040.3735099441255,1276.0,45.0,40.80747019888251,13-12-2023,,,,
Laptop Stand,sale,2.0,6844.853996002009,4595.0,21.0,136.89707992004017,02-07-2023,,,,
Noise Cancelling Headphones,sale,2.0,3759.630761941359,2664.0,25.0,75.19261523882719,28-09-2023,,,,
Wireless Mouse,purchase,82.0,0.0,3968.0,85.0,0.0,27-02-2023,,,,
Webcam,sale,3.0,3203.971173658278,2226.0,13.0,64.07942347316556,01-08-2023,,,,
Mechanical Keyboard,sale,2.0,2585.173968475091,1973.0,34.0,51.70347936950182,08-01-2023,,,,
Ethernet Adapter,sale,4.0,5266.774788326926,3019.0,40.0,105.33549576653851,16-05-2023,,,,
Mechanical Keyboard,sale,2.0,2181.9638358237553,1777.0,12.0,43.63927671647511,29-11-2023,,,,
Bluetooth Speaker,sale,1.0,5087.176228705731,3774.0,11.0,101.74352457411462,08-07-2023,,,,
External SSD,sale,3.0,4753.810819080669,3131.0,46.0,95.07621638161338,07-03-2023,,,,
External SSD,purchase,82.0,0.0,3984.0,113.0,0.0,22-03-2023,,,,
Wireless Mouse,sale,1.0,8472.709792360403,4765.0,30.0,169.45419584720807,16-01-2023,,,,
Mechanical Keyboard,sale,3.0,3891.3692932500144,2470.0,26.0,77.8273858650003,19-01-2023,,,,
Webcam,purchase,35.0,0.0,2053.0,142.0,0.0,15-05-2023,,,,
External SSD,sale,4.0,1505.3328064742818,910.0,40.0,30.106656129485636,18-12-2023,,,,
Gaming Monitor,sale,4.0,5536.854124241433,4169.0,45.0,110.73708248482866,10-02-2023,,,,
Laptop Stand,sale,3.0,2107.099538268314,1723.0,34.0,42.14199076536628,16-10-2023,,,,
Wireless Mouse,sale,4.0,1721.500571925364,1392.0,19.0,34.43001143850728,06-09-2023,,,,
Mechanical Keyboard,sale,2.0,7519.22633529342,4202.0,46.0,150.3845267058684,18-05-2023,,,,
Ethernet Adapter,purchase,52.0,0.0,1369.0,142.0,0.0,30-10-2023,,,,
Gaming Monitor,sale,2.0,7404.757460083903,4468.0,40.0,148.09514920167808,11-03-2023,,,,
Noise Cancelling Headphones,sale,3.0,6557.050528452224,4340.0,42.0,131.14101056904448,11-12-2023,,,,
USB-C Hub,sale,2.0,5923.70148110971,3465.0,15.0,118.4740296221942,24-09-2023,,,,
Webcam,sale,4.0,1318.1385425171554,1041.0,12.0,26.36277085034311,14-12-2023,,,,
USB-C Hub,sale,3.0,861.9867078002155,574.0,36.0,17.23973415600431,10-11-2023,,,,
External SSD,purchase,56.0,0.0,1778.0,132.0,0.0,14-04-2023,,,,
Mechanical Keyboard,sale,1.0,5857.3360232428495,3377.0,36.0,117.146720464857,06-09-2023,,,,
Laptop Stand,sale,2.0,3708.188704345722,2979.0,14.0,74.16377408691444,15-04-2023,,,,
USB-C Hub,sale,4.0,4202.473998203405,3011.0,8.0,84.04947996406811,08-02-2023,,,,
Noise Cancelling Headphones,sale,4.0,4840.721852636065,3691.0,20.0,96.8144370527213,16-10-2023,,,,
External SSD,purchase,1.0,0.0,4901.0,10.0,0.0,03-12-2023,,,,
USB-C Hub,sale,1.0,8429.542070176727,4916.0,44.0,168.59084140353454,08-08-2023,,,,
Laptop Stand,sale,3.0,7578.30299801507,4891.0,42.0,151.5660599603014,03-11-2023,,,,
Webcam,sale,2.0,906.8384061456126,547.0,46.0,18.13676812291225,01-05-2023,,,,
Laptop Stand,purchase,14.0,0.0,1054.0,134.0,0.0,14-08-2023,,,,
Bluetooth Speaker,sale,3.0,3744.7408953444633,2440.0,17.0,74.89481790688927,02-12-2023,,,,
Webcam,sale,2.0,1860.5662942255392,1502.0,25.0,37.211325884510785,30-04-2023,,,,
External SSD,sale,2.0,2151.4144059573655,1753.0,34.0,43.02828811914731,10-12-2023,,,,
USB-C Hub,sale,4.0,1761.943535252311,1392.0,46.0,35.23887070504622,19-04-2023,,,,
Noise Cancelling Headphones,sale,4.0,2152.888946909007,1654.0,39.0,43.057778938180135,01-07-2023,,,,
External SSD,sale,3.0,7865.9685876265685,4481.0,32.0,157.31937175253137,13-04-2023,,,,
Noise Cancelling Headphones,sale,3.0,2065.65224855235,1419.0,11.0,41.313044971047006,29-10-2023,,,,
Mechanical Keyboard,sale,1.0,2402.874558572689,1443.0,48.0,48.057491171453776,27-04-2023,,,,
Noise Cancelling Headphones,sale,4.0,6189.9432783646025,3541.0,21.0,123.79886556729205,19-07-2023,,,,
Bluetooth Speaker,sale,4.0,2900.188916306737,1612.0,37.0,58.00377832613474,24-01-2023,,,,
USB-C Hub,sale,4.0,3712.771530696574,2681.0,42.0,74.25543061393148,01-12-2023,,,,
USB-C Hub,sale,4.0,1938.0888504116788,1455.0,47.0,38.76177700823358,28-04-2023,,,,
Mechanical Keyboard,purchase,78.0,0.0,2542.0,43.0,0.0,26-03-2023,,,,
Wireless Mouse,purchase,80.0,0.0,2593.0,43.0,0.0,29-11-2023,,,,
Laptop Stand,sale,1.0,4620.0305438304695,2592.0,19.0,92.40061087660939,20-08-2023,,,,
External SSD,sale,3.0,7338.872994362585,4491.0,13.0,146.7774598872517,04-03-2023,,,,
Laptop Stand,sale,2.0,5290.333203059567,3235.0,34.0,105.80666406119133,18-11-2023,,,,
Wireless Mouse,sale,3.0,5163.37333217071,2897.0,27.0,103.2674666434142,19-02-2023,,,,
Gaming Monitor,purchase,73.0,0.0,4262.0,111.0,0.0,22-06-2023,,,,
Ethernet Adapter,sale,4.0,3250.1755593569387,2314.0,7.0,65.00351118713877,05-09-2023,,,,
Wireless Mouse,sale,1.0,5123.240550385297,3820.0,30.0,102.46481100770595,27-08-2023,,,,
Bluetooth Speaker,sale,2.0,6001.644604843448,4342.0,40.0,120.03289209686896,19-02-2023,,,,
Gaming Monitor,sale,4.0,4913.244268160694,3360.0,36.0,98.26488536321389,08-12-2023,,,,
Mechanical Keyboard,sale,1.0,5299.2082623371625,4370.0,23.0,105.98416524674326,18-04-2023,,,,
Mechanical Keyboard,sale,3.0,5039.694643684566,3587.0,13.0,100.79389287369132,22-02-2023,,,,
USB-C Hub,sale,1.0,8140.150525212285,4696.0,33.0,162.80301050424572,15-06-2023,,,,
Noise Cancelling Headphones,purchase,16.0,0.0,3244.0,110.0,0.0,09-01-2023,,,,
External SSD,sale,2.0,1447.8662300063716,898.0,40.0,28.957324600127432,02-05-2023,,,,
Webcam,purchase,40.0,0.0,3395.0,100.0,0.0,15-11-2023,,,,
Bluetooth Speaker,purchase,15.0,0.0,951.0,140.0,0.0,21-10-2023,,,,
USB-C Hub,purchase,6.0,0.0,4832.0,95.0,0.0,08-02-2023,,,,
Noise Cancelling Headphones,sale,1.0,2434.259335631028,1597.0,9.0,48.68518671262056,11-11-2023,,,,
Ethernet Adapter,sale,4.0,2867.565015607511,1668.0,10.0,57.35130031215022,25-08-2023,,,,
Noise Cancelling Headphones,purchase,15.0,0.0,1107.0,65.0,0.0,30-04-2023,,,,
Noise Cancelling Headphones,sale,4.0,6341.41037254844,4322.0,13.0,126.8282074509688,13-08-2023,,,,
External SSD,sale,1.0,3593.97200055779,2747.0,14.0,71.87944001115581,07-03-2023,,,,
Bluetooth Speaker,sale,1.0,6364.375590975833,4714.0,47.0,127.28751181951667,28-08-2023,,,,
Gaming Monitor,sale,4.0,2932.961967569548,2290.0,44.0,58.659239351390966,04-08-2023,,,,
Laptop Stand,sale,3.0,1841.1613492393783,1159.0,47.0,36.82322698478757,11-08-2023,,,,
Webcam,purchase,91.0,0.0,1052.0,135.0,0.0,21-05-2023,,,,
Laptop Stand,purchase,72.0,0.0,3662.0,128.0,0.0,19-02-2023,,,,
Wireless Mouse,sale,1.0,5538.124780815892,4297.0,45.0,110.76249561631785,29-01-2023,,,,
Wireless Mouse,purchase,6.0,0.0,4662.0,14.0,0.0,02-11-2023,,,,
Ethernet Adapter,sale,3.0,7311.646198317185,4839.0,36.0,146.2329239663437,29-08-2023,,,,
USB-C Hub,sale,3.0,2118.293694176414,1429.0,32.0,42.36587388352829,01-10-2023,,,,
USB-C Hub,purchase,65.0,0.0,1982.0,104.0,0.0,25-04-2023,,,,
Noise Cancelling Headphones,sale,1.0,3082.4928416128814,1939.0,23.0,61.64985683225763,21-09-2023,,,,
External SSD,sale,2.0,1772.0067081984923,1216.0,16.0,35.440134163969844,15-05-2023,,,,
Noise Cancelling Headphones,purchase,75.0,0.0,3671.0,29.0,0.0,31-10-2023,,,,
Laptop Stand,purchase,85.0,0.0,4487.0,50.0,0.0,11-06-2023,,,,
Noise Cancelling Headphones,sale,3.0,8234.190484775916,4752.0,34.0,164.68380969551833,14-01-2023,,,,
External SSD,sale,4.0,4026.41795419859,3216.0,13.0,80.52835908397181,12-04-2023,,,,
Ethernet Adapter,sale,4.0,2792.768273693737,2029.0,21.0,55.855365473874734,16-02-2023,,,,
External SSD,purchase,14.0,0.0,671.0,137.0,0.0,03-08-2023,,,,
Wireless Mouse,sale,4.0,1680.9947147994862,1223.0,18.0,33.619894295989724,27-05-2023,,,,
USB-C Hub,purchase,51.0,0.0,2701.0,106.0,0.0,09-03-2023,,,,
External SSD,sale,2.0,1893.6255254230705,1317.0,13.0,37.87251050846141,31-10-2023,,,,
Bluetooth Speaker,sale,4.0,791.3002889738541,517.0,26.0,15.826005779477082,18-07-2023,,,,
USB-C Hub,sale,2.0,5942.520631509464,3906.0,35.0,118.85041263018928,11-08-2023,,,,
Noise Cancelling Headphones,sale,3.0,996.2787359456192,566.0,32.0,19.925574718912387,14-06-2023,,,,
Laptop Stand,sale,1.0,3661.4105816080496,2329.0,45.0,73.22821163216099,04-08-2023,,,,
USB-C Hub,sale,1.0,5437.165394535158,4073.0,48.0,108.74330789070316,07-02-2023,,,,
Noise Cancelling Headphones,purchase,22.0,0.0,1721.0,14.0,0.0,31-10-2023,,,,
Mechanical Keyboard,sale,1.0,2833.7741773510857,2261.0,30.0,56.67548354702171,05-09-2023,,,,
Wireless Mouse,sale,2.0,3269.2784234930004,2624.0,30.0,65.38556846986,22-06-2023,,,,
Noise Cancelling Headphones,sale,2.0,6029.311198229711,3915.0,16.0,120.58622396459423,30-01-2023,,,,
Ethernet Adapter,sale,4.0,6565.327215813916,4103.0,15.0,131.30654431627832,09-04-2023,,,,
External SSD,sale,4.0,1766.5462330645496,1375.0,24.0,35.33092466129099,18-06-2023,,,,
Noise Cancelling Headphones,sale,3.0,3655.1663767715936,2556.0,44.0,73.10332753543187,16-06-2023,,,,
Mechanical Keyboard,sale,3.0,5652.951653937535,3854.0,34.0,113.05903307875072,29-10-2023,,,,
USB-C Hub,purchase,52.0,0.0,3490.0,76.0,0.0,20-07-2023,,,,
Webcam,sale,2.0,7178.404478310239,4494.0,32.0,143.56808956620478,04-09-2023,,,,
USB-C Hub,sale,1.0,3266.2883249954825,2593.0,40.0,65.32576649990965,08-08-2023,,,,
Ethernet Adapter,purchase,46.0,0.0,4893.0,87.0,0.0,12-02-2023,,,,
Wireless Mouse,purchase,21.0,0.0,1046.0,80.0,0.0,29-11-2023,,,,
Gaming Monitor,sale,2.0,4518.12707727193,2734.0,13.0,90.3625415454386,15-01-2023,,,,
Mechanical Keyboard,sale,3.0,5911.709974969244,3696.0,45.0,118.23419949938489,07-03-2023,,,,
External SSD,sale,1.0,3165.813535348856,2204.0,19.0,63.31627070697712,18-03-2023,,,,
Bluetooth Speaker,purchase,72.0,0.0,715.0,67.0,0.0,24-02-2023,,,,
Mechanical Keyboard,purchase,71.0,0.0,751.0,106.0,0.0,22-12-2023,,,,
Laptop Stand,sale,2.0,3759.649215759195,2630.0,10.0,75.1929843151839,26-10-2023,,,,
Noise Cancelling Headphones,purchase,99.0,0.0,1526.0,111.0,0.0,08-10-2023,,,,
USB-C Hub,sale,1.0,1608.518053624002,1184.0,39.0,32.17036107248004,28-11-2023,,,,
Bluetooth Speaker,sale,2.0,6020.604896428786,4671.0,15.0,120.41209792857572,28-12-2023,,,,
USB-C Hub,purchase,32.0,0.0,1313.0,39.0,0.0,08-09-2023,,,,
Webcam,purchase,33.0,0.0,3045.0,110.0,0.0,06-08-2023,,,,
Webcam,sale,3.0,8627.875162942802,4879.0,41.0,172.55750325885606,23-05-2023,,,,
External SSD,sale,2.0,2115.739120037656,1524.0,16.0,42.314782400753124,25-01-2023,,,,
USB-C Hub,sale,2.0,6312.95840299816,4062.0,30.0,126.2591680599632,29-01-2023,,,,
Laptop Stand,sale,1.0,3409.083400157764,2249.0,31.0,68.18166800315528,04-03-2023,,,,
External SSD,purchase,39.0,0.0,3458.0,108.0,0.0,06-11-2023,,,,
Noise Cancelling Headphones,purchase,38.0,0.0,1736.0,111.0,0.0,12-10-2023,,,,
Mechanical Keyboard,sale,4.0,2959.7335262428783,2070.0,31.0,59.194670524857564,26-09-2023,,,,
Laptop Stand,sale,4.0,4568.982128545508,2711.0,47.0,91.37964257091016,26-02-2023,,,,
USB-C Hub,purchase,8.0,0.0,4778.0,75.0,0.0,23-05-2023,,,,
Laptop Stand,sale,4.0,1966.1225121986124,1272.0,20.0,39.32245024397225,14-12-2023,,,,
Mechanical Keyboard,sale,4.0,2173.992569007181,1263.0,7.0,43.47985138014362,17-03-2023,,,,
External SSD,sale,2.0,3907.9677631380923,2202.0,8.0,78.15935526276185,21-10-2023,,,,
Gaming Monitor,purchase,22.0,0.0,4658.0,47.0,0.0,16-11-2023,,,,
Gaming Monitor,sale,1.0,4169.963113442741,2374.0,39.0,83.39926226885483,16-11-2023,,,,
Mechanical Keyboard,sale,3.0,8149.781940796522,4652.0,10.0,162.99563881593045,07-06-2023,,,,
Mechanical Keyboard,sale,1.0,1930.0328061122855,1545.0,37.0,38.60065612224571,16-04-2023,,,,
Mechanical Keyboard,sale,4.0,4684.6465922534235,3236.0,42.0,93.69293184506847,08-02-2023,,,,
Gaming Monitor,sale,1.0,5827.2192254564425,3936.0,26.0,116.54438450912885,18-04-2023,,,,
Webcam,sale,1.0,3479.6923687112876,2392.0,13.0,69.59384737422576,31-12-2023,,,,
Ethernet Adapter,sale,3.0,850.4627400113449,584.0,36.0,17.0092548002269,17-11-2023,,,,
Gaming Monitor,purchase,35.0,0.0,3556.0,17.0,0.0,26-12-2023,,,,
External SSD,sale,2.0,2856.563451879888,1983.0,39.0,57.13126903759776,17-03-2023,,,,
Bluetooth Speaker,sale,3.0,5906.531125158478,4068.0,39.0,118.13062250316956,03-05-2023,,,,
Gaming Monitor,purchase,75.0,0.0,4503.0,91.0,0.0,17-07-2023,,,,
External SSD,sale,2.0,5577.372878176001,3888.0,6.0,111.54745756352003,05-02-2023,,,,
Wireless Mouse,sale,4.0,636.3202789550805,505.0,16.0,12.72640557910161,10-12-2023,,,,
Bluetooth Speaker,purchase,63.0,0.0,2622.0,84.0,0.0,14-01-2023,,,,
Wireless Mouse,purchase,74.0,0.0,2307.0,63.0,0.0,08-11-2023,,,,
Bluetooth Speaker,purchase,55.0,0.0,4588.0,92.0,0.0,24-01-2023,,,,
Webcam,sale,3.0,1744.2703674425725,1036.0,46.0,34.88540734885145,07-11-2023,,,,
External SSD,purchase,64.0,0.0,518.0,20.0,0.0,27-01-2023,,,,
Ethernet Adapter,sale,3.0,4371.055008571179,2437.0,44.0,87.42110017142359,30-08-2023,,,,
Webcam,purchase,25.0,0.0,668.0,41.0,0.0,01-04-2023,,,,
USB-C Hub,sale,1.0,6795.649172691162,4063.0,8.0,135.91298345382324,07-03-2023,,,,
Laptop Stand,sale,1.0,3414.1695666916503,2274.0,41.0,68.28339133383301,26-05-2023,,,,
Noise Cancelling Headphones,sale,1.0,4870.674193602606,2735.0,45.0,97.41348387205211,25-12-2023,,,,
Webcam,purchase,78.0,0.0,4498.0,98.0,0.0,15-03-2023,,,,
Wireless Mouse,sale,3.0,5652.348704803934,4252.0,43.0,113.04697409607869,08-01-2023,,,,
Gaming Monitor,purchase,4.0,0.0,2163.0,33.0,0.0,14-09-2023,,,,
Laptop Stand,sale,4.0,5257.721767667072,3639.0,5.0,105.15443535334144,25-10-2023,,,,
Webcam,purchase,3.0,0.0,3127.0,28.0,0.0,15-01-2023,,,,
USB-C Hub,sale,1.0,4303.895796713267,2920.0,29.0,86.07791593426535,01-07-2023,,,,
Bluetooth Speaker,purchase,91.0,0.0,4901.0,127.0,0.0,10-05-2023,,,,
Noise Cancelling Headphones,purchase,29.0,0.0,1915.0,50.0,0.0,07-12-2023,,,,
Gaming Monitor,sale,2.0,2837.1270713978042,2217.0,15.0,56.742541427956084,23-10-2023,,,,
USB-C Hub,sale,1.0,2272.467829393964,1302.0,15.0,45.44935658787929,14-06-2023,,,,
Laptop Stand,sale,1.0,6739.043570481237,4871.0,25.0,134.78087140962475,23-10-2023,,,,
Wireless Mouse,purchase,26.0,0.0,2969.0,20.0,0.0,12-12-2023,,,,
Laptop Stand,sale,3.0,3000.8763393949043,1801.0,9.0,60.017526787898085,17-11-2023,,,,
Webcam,purchase,47.0,0.0,3259.0,130.0,0.0,03-02-2023,,,,
Ethernet Adapter,sale,2.0,1922.7546042505248,1237.0,19.0,38.4550920850105,23-03-2023,,,,
Mechanical Keyboard,sale,2.0,2036.67907799783,1663.0,33.0,40.733581559956605,26-11-2023,,,,
USB-C Hub,sale,1.0,2973.4246066573805,2162.0,36.0,59.46849213314761,04-02-2023,,,,
Mechanical Keyboard,sale,1.0,5430.877490881439,4253.0,38.0,108.61754981762878,21-03-2023,,,,
Webcam,sale,2.0,7177.259867464717,4442.0,43.0,143.54519734929434,14-08-2023,,,,
Webcam,purchase,1.0,0.0,4781.0,56.0,0.0,30-05-2023,,,,
Bluetooth Speaker,sale,3.0,1318.5229571153416,749.0,27.0,26.37045914230683,29-07-2023,,,,
Ethernet Adapter,sale,2.0,7607.0377624862895,4971.0,35.0,152.1407552497258,18-03-2023,,,,
Bluetooth Speaker,sale,2.0,930.8582845431467,654.0,10.0,18.617165690862937,13-09-2023,,,,
Mechanical Keyboard,purchase,56.0,0.0,4102.0,34.0,0.0,29-07-2023,,,,
Ethernet Adapter,sale,4.0,7032.176896348103,3965.0,29.0,140.64353792696207,16-04-2023,,,,
Webcam,sale,2.0,1872.6358954077505,1051.0,9.0,37.45271790815501,28-07-2023,,,,
Bluetooth Speaker,sale,1.0,1275.7474197080028,783.0,46.0,25.514948394160058,14-05-2023,,,,
Mechanical Keyboard,purchase,25.0,0.0,4536.0,12.0,0.0,13-03-2023,,,,
External SSD,sale,2.0,2144.756652156917,1331.0,19.0,42.89513304313834,06-10-2023,,,,
Wireless Mouse,sale,3.0,1733.3525489106798,1027.0,40.0,34.667050978213595,07-03-2023,,,,
Noise Cancelling Headphones,purchase,83.0,0.0,1143.0,72.0,0.0,17-09-2023,,,,
USB-C Hub,purchase,57.0,0.0,3585.0,109.0,0.0,03-10-2023,,,,
Noise Cancelling Headphones,sale,3.0,5164.366067567155,2909.0,7.0,103.28732135134311,24-08-2023,,,,
Laptop Stand,purchase,24.0,0.0,1860.0,130.0,0.0,24-01-2023,,,,
USB-C Hub,sale,1.0,5645.390073027266,3737.0,23.0,112.90780146054533,14-11-2023,,,,
Ethernet Adapter,purchase,46.0,0.0,4548.0,132.0,0.0,14-03-2023,,,,
Ethernet Adapter,sale,4.0,5764.837842772411,3930.0,6.0,115.29675685544822,09-07-2023,,,,
Gaming Monitor,purchase,21.0,0.0,4734.0,18.0,0.0,13-01-2023,,,,
Laptop Stand,sale,1.0,832.6252380705539,654.0,18.0,16.652504761411077,17-10-2023,,,,
External SSD,sale,1.0,4319.846727783486,2526.0,45.0,86.39693455566973,23-12-2023,,,,
Gaming Monitor,sale,3.0,3827.4784123754657,2600.0,8.0,76.54956824750931,24-01-2023,,,,
Mechanical Keyboard,purchase,84.0,0.0,1564.0,100.0,0.0,03-06-2023,,,,
Gaming Monitor,purchase,3.0,0.0,4972.0,68.0,0.0,26-05-2023,,,,
External SSD,sale,2.0,1306.233620062508,1075.0,22.0,26.12467240125016,31-12-2023,,,,
Bluetooth Speaker,sale,2.0,6680.631914752619,4877.0,5.0,133.6126382950524,09-09-2023,,,,
Noise Cancelling Headphones,sale,3.0,5308.607018870729,3492.0,27.0,106.17214037741458,21-09-2023,,,,
Mechanical Keyboard,sale,3.0,6903.970153375713,4411.0,19.0,138.07940306751428,18-02-2023,,,,
Webcam,sale,3.0,3652.75330367539,2862.0,18.0,73.0550660735078,12-12-2023,,,,
Bluetooth Speaker,sale,1.0,2626.3254826464554,1972.0,10.0,52.52650965292911,02-04-2023,,,,
Wireless Mouse,sale,4.0,3927.9266701041843,2293.0,8.0,78.55853340208368,06-07-2023,,,,
External SSD,sale,4.0,4963.69534477909,2796.0,22.0,99.2739068955818,22-09-2023,,,,
Noise Cancelling Headphones,sale,2.0,3727.1369226780316,2840.0,16.0,74.54273845356063,16-05-2023,,,,
Gaming Monitor,sale,3.0,2944.9417473909134,2237.0,22.0,58.89883494781827,20-02-2023,,,,
Bluetooth Speaker,sale,3.0,6740.513194738208,4786.0,39.0,134.81026389476415,17-08-2023,,,,
Wireless Mouse,sale,4.0,1114.6456690789144,771.0,33.0,22.292913381578288,18-01-2023,,,,
External SSD,sale,2.0,1190.597538550623,880.0,49.0,23.811950771012462,13-08-2023,,,,
Ethernet Adapter,purchase,30.0,0.0,1564.0,149.0,0.0,27-01-2023,,,,
Mechanical Keyboard,purchase,63.0,0.0,2342.0,66.0,0.0,12-03-2023,,,,
Mechanical Keyboard,sale,3.0,4215.749881513094,2429.0,44.0,84.31499763026189,27-07-2023,,,,
Mechanical Keyboard,sale,1.0,4069.0944762025697,2336.0,7.0,81.3818895240514,26-11-2023,,,,
Noise Cancelling Headphones,purchase,43.0,0.0,1596.0,139.0,0.0,04-06-2023,,,,
Noise Cancelling Headphones,sale,2.0,2821.10232719726,1782.0,12.0,56.4220465439452,03-04-2023,,,,
Webcam,purchase,8.0,0.0,527.0,14.0,0.0,16-10-2023,,,,
Noise Cancelling Headphones,purchase,42.0,0.0,3526.0,51.0,0.0,14-07-2023,,,,
Webcam,sale,3.0,841.4995833970471,626.0,31.0,16.82999166794094,07-08-2023,,,,
Noise Cancelling Headphones,sale,4.0,997.5964722049624,779.0,44.0,19.95192944409925,14-08-2023,,,,
Mechanical Keyboard,sale,3.0,4251.1061136837925,2614.0,48.0,85.02212227367585,01-03-2023,,,,
Webcam,sale,3.0,1913.5960008685404,1073.0,15.0,38.27192001737081,06-01-2023,,,,
USB-C Hub,purchase,95.0,0.0,1740.0,58.0,0.0,04-01-2023,,,,
Wireless Mouse,purchase,22.0,0.0,4651.0,49.0,0.0,16-04-2023,,,,
Mechanical Keyboard,sale,1.0,6557.3975335603145,4416.0,28.0,131.1479506712063,24-10-2023,,,,
Bluetooth Speaker,purchase,57.0,0.0,2065.0,35.0,0.0,12-08-2023,,,,
Noise Cancelling Headphones,sale,2.0,7577.672120805267,4317.0,11.0,151.55344241610533,25-12-2023,,,,
Noise Cancelling Headphones,sale,2.0,6434.683216042591,3607.0,14.0,128.69366432085184,27-09-2023,,,,
USB-C Hub,sale,4.0,5175.93930045421,2982.0,16.0,103.5187860090842,16-11-2023,,,,
Bluetooth Speaker,sale,1.0,3263.155583901677,2047.0,18.0,65.26311167803354,22-05-2023,,,,
Laptop Stand,sale,2.0,2410.0620718217497,1973.0,5.0,48.201241436435,02-05-2023,,,,
Ethernet Adapter,purchase,98.0,0.0,4574.0,115.0,0.0,28-09-2023,,,,
Laptop Stand,sale,2.0,6300.3375964294155,4463.0,36.0,126.00675192858832,13-01-2023,,,,
Gaming Monitor,sale,2.0,2976.702359437635,1657.0,44.0,59.5340471887527,12-12-2023,,,,
Webcam,sale,2.0,2165.9015660685454,1471.0,49.0,43.31803132137091,04-12-2023,,,,
External SSD,sale,2.0,1455.8039691601175,1005.0,49.0,29.11607938320235,29-01-2023,,,,
Webcam,purchase,8.0,0.0,793.0,43.0,0.0,18-02-2023,,,,
External SSD,purchase,47.0,0.0,1514.0,24.0,0.0,05-03-2023,,,,
External SSD,purchase,64.0,0.0,875.0,57.0,0.0,04-05-2023,,,,
Gaming Monitor,sale,1.0,7316.29744668429,4960.0,43.0,146.3259489336858,15-04-2023,,,,
Mechanical Keyboard,sale,2.0,5293.985342930695,3401.0,20.0,105.8797068586139,03-07-2023,,,,
Laptop Stand,sale,3.0,3851.9574517702695,2745.0,42.0,77.03914903540539,07-06-2023,,,,
Webcam,sale,3.0,771.693858615579,508.0,16.0,15.433877172311579,18-10-2023,,,,
Webcam,sale,4.0,3383.4316855227735,2154.0,9.0,67.66863371045547,26-05-2023,,,,
Wireless Mouse,sale,3.0,1492.8704380213326,911.0,43.0,29.85740876042665,14-04-2023,,,,
Noise Cancelling Headphones,sale,1.0,1383.4410510147152,1129.0,27.0,27.668821020294303,16-07-2023,,,,
Noise Cancelling Headphones,purchase,78.0,0.0,1299.0,118.0,0.0,20-10-2023,,,,
Bluetooth Speaker,sale,4.0,1356.162675414614,835.0,32.0,27.12325350829228,11-07-2023,,,,
Webcam,sale,1.0,1336.4651995913591,753.0,32.0,26.729303991827184,24-09-2023,,,,
Wireless Mouse,sale,4.0,4303.064116176002,2779.0,41.0,86.06128232352005,07-10-2023,,,,
Ethernet Adapter,sale,3.0,1436.1382398208054,1167.0,12.0,28.722764796416108,21-03-2023,,,,
External SSD,purchase,95.0,0.0,4636.0,137.0,0.0,07-05-2023,,,,
Noise Cancelling Headphones,sale,1.0,4469.364359433221,3491.0,11.0,89.38728718866442,17-07-2023,,,,
Webcam,sale,1.0,8425.99624759972,4755.0,21.0,168.5199249519944,28-08-2023,,,,
Noise Cancelling Headphones,sale,2.0,2405.938251680561,1625.0,25.0,48.11876503361122,10-05-2023,,,,
